Publication Type;Authors;Author Full Names;Article Title;Source Title;Abstract;ORCIDs;ISSN;eISSN;Publication Date;Publication Year;Volume;Issue;Start Page;End Page;Article Number;DOI;DOI Link;Number of Pages npx supabase gen types typescript --project-id vgnteswwvallupuanfiz > lib/database.types.ts
J;"Netz, Y; Argov, E; Yekutieli, Z; Ayalon, M; Tchelet, K; Ben-Sira, D; Amar, Y; Jacobs, JM";"Netz, Yael; Argov, Esther; Yekutieli, Ziv; Ayalon, Moshe; Tchelet, Keren; Ben-Sira, David; Amar, Yihya; Jacobs, Jeremy M.";Personalized multicomponent exercise programs using smartphone technology among older people: protocol for a randomized controlled trial;BMC GERIATRICS;"Background: Optimal application of the recently updated World Health Organization (WHO) guidelines for exercise in advanced age necessitates an accurate adjustment for the age-related increasing variability in biological age and fitness levels, alongside detailed recommendations across a range of motor fitness components, including balance, strength, and flexibility. We previously developed and validated a novel tool, designed to both remotely assess these fitness components, and subsequently deliver a personalized exercise program via smartphone. We describe the design of a prospective randomized control trial, comparing the effectiveness of the remotely delivered personalized multicomponent exercise program to either WHO exercise guidelines or no intervention. Methods: Participants (n = 300) are community dwelling, healthy, functionally independent, cognitively intact volunteers aged >= 65 at low risk for serious fall injuries, assigned using permuted block randomization (age/gender) to intervention, active-control, or control group. The intervention is an 8-week program including individually tailored exercises for upper/lower body, flexibility, strength, and balance (dynamic, static, vestibular); active-controls receive exercising counselling according to WHO guidelines; controls receive no guidance. Primary outcome is participant fitness level, operationalized as 42 digital markers generated from 10 motor fitness measures (balance, strength, flexibility); measured at baseline, mid-trial (4-weeks), trial-end (8-weeks), and follow-up (12-weeks). Target sample size is 300 participants to provide 99% power for moderate and high effect sizes (Cohen's f = 0.25, 0.40 respectively). Discussion: The study will help understand the value of individualized motor fitness assessment used to generate personalized multicomponent exercise programs, delivered remotely among older adults.";"Yekutieli, Ziv/0000-0002-2032-8367; Netz, Yael/0000-0001-6554-0102; Jacobs, Jeremy Michael/0000-0002-7001-7815";;1471-2318;OCT 26;2021;21;1;;;605;10.1186/s12877-021-02559-2;http://dx.doi.org/10.1186/s12877-021-02559-2;
J;"Di, X; Shi, RY; DiGuiseppi, C; Eby, DW; Hill, LL; Mielenz, TJ; Molnar, LJ; Strogatz, D; Andrews, HF; Goldberg, TE; Lang, BH; Kim, M; Li, GH";"Di, Xuan; Shi, Rongye; DiGuiseppi, Carolyn; Eby, David W.; Hill, Linda L.; Mielenz, Thelma J.; Molnar, Lisa J.; Strogatz, David; Andrews, Howard F.; Goldberg, Terry E.; Lang, Barbara H.; Kim, Minjae; Li, Guohua";Using Naturalistic Driving Data to Predict Mild Cognitive Impairment and Dementia: Preliminary Findings from the Longitudinal Research on Aging Drivers (LongROAD) Study;GERIATRICS;Emerging evidence suggests that atypical changes in driving behaviors may be early signals of mild cognitive impairment (MCI) and dementia. This study aims to assess the utility of naturalistic driving data and machine learning techniques in predicting incident MCI and dementia in older adults. Monthly driving data captured by in-vehicle recording devices for up to 45 months from 2977 participants of the Longitudinal Research on Aging Drivers study were processed to generate 29 variables measuring driving behaviors, space and performance. Incident MCI and dementia cases (n = 64) were ascertained from medical record reviews and annual interviews. Random forests were used to classify the participant MCI/dementia status during the follow-up. The F-1 score of random forests in discriminating MCI/dementia status was 29% based on demographic characteristics (age, sex, race/ethnicity and education) only, 66% based on driving variables only, and 88% based on demographic characteristics and driving variables. Feature importance analysis revealed that age was most predictive of MCI and dementia, followed by the percentage of trips traveled within 15 miles of home, race/ethnicity, minutes per trip chain (i.e., length of trips starting and ending at home), minutes per trip, and number of hard braking events with deceleration rates >= 0.35 g. If validated, the algorithms developed in this study could provide a novel tool for early detection and management of MCI and dementia in older drivers.;"Di, Xuan/0000-0003-2925-7697; Shi, Rongye/0000-0003-4298-9358; Strogatz, David/0000-0002-5805-6280; Eby, David W./0000-0001-8650-0628; Li, Guohua/0000-0003-4732-2448";;2308-3417;JUN;2021;6;2;;;45;10.3390/geriatrics6020045;http://dx.doi.org/10.3390/geriatrics6020045;
J;"Blasco-Garcia, JD; Garcia-Lopez, G; Jimenez-Munoz, M; Lopez-Riquelme, JA; Feliu-Batlle, JJ; Pavon-Pulido, N; Herrero, MT";"Blasco-Garcia, Jesus Damian; Garcia-Lopez, Gabriel; Jimenez-Munoz, Marta; Lopez-Riquelme, Juan Antonio; Feliu-Batlle, Jorge Juan; Pavon-Pulido, Nieves; Herrero, Maria-Trinidad";A Computer Vision-Based System to Help Health Professionals to Apply Tests for Fall Risk Assessment;SENSORS;The increase in life expectancy, and the consequent growth of the elderly population, represents a major challenge to guarantee adequate health and social care. The proposed system aims to provide a tool that automates the evaluation of gait and balance, essential to prevent falls in older people. Through an RGB-D camera, it is possible to capture and digitally represent certain parameters that describe how users carry out certain human motions and poses. Such individual motions and poses are actually related to items included in many well-known gait and balance evaluation tests. According to that information, therapists, who would not need to be present during the execution of the exercises, evaluate the results of such tests and could issue a diagnosis by storing and analyzing the sequences provided by the developed system. The system was validated in a laboratory scenario, and subsequently a trial was carried out in a nursing home with six residents. Results demonstrate the usefulness of the proposed system and the ease of objectively evaluating the main items of clinical tests by using the parameters calculated from information acquired with the RGB-D sensor. In addition, it lays the future foundations for creating a Cloud-based platform for remote fall risk assessment and its integration with a mobile assistant robot, and for designing Artificial Intelligence models that can detect patterns and identify pathologies for enabling therapists to prevent falls in users under risk.;"Pavon Pulido, Nieves/0000-0001-9561-1151; HERRERO, MARIA TRINIDAD/0000-0003-4953-1446; Blasco Garcia, Jesus Damian/0000-0002-6993-8131";;1424-8220;MAR;2024;24;6;;;2015;10.3390/s24062015;http://dx.doi.org/10.3390/s24062015;
J;"Noble, JM; Zamani, A; Gharaat, M; Merrick, D; Maeda, N; Foster, AL; Nikolaidis, I; Goud, R; Stroulia, E; Agyapong, VIO; Greenshaw, AJ; Lambert, S; Gallson, D; Porter, K; Turner, D; Zaiane, O";"Noble, Jasmine M.; Zamani, Ali; Gharaat, MohamadAli; Merrick, Dylan; Maeda, Nathanial; Foster, Alex Lambe; Nikolaidis, Isabella; Goud, Rachel; Stroulia, Eleni; Agyapong, Vincent I. O.; Greenshaw, Andrew J.; Lambert, Simon; Gallson, Dave; Porter, Ken; Turner, Debbie; Zaiane, Osmar";Developing, Implementing, and Evaluating an Artificial Intelligence-Guided-Mental Health Resource Navigation Chatbot for Health Care Workers and Their Families During and Following the COVID-19 Pandemic: Protocol for a Cross-sectional Study;JMIR RESEARCH PROTOCOLS;Background: Approximately 1 in 3 Canadians will experience an addiction or mental health challenge at some point in their lifetime. Unfortunately, there are multiple barriers to accessing mental health care, including system fragmentation, episodic care, long wait times, and insufficient support for health system navigation. In addition, stigma may further reduce an individual's likelihood of seeking support. Digital technologies present new and exciting opportunities to bridge significant gaps in mental health care service provision, reduce barriers pertaining to stigma, and improve health outcomes for patients and mental health system integration and efficiency. Chatbots (ie, software systems that use artificial intelligence to carry out conversations with people) may be explored to support those in need of information or access to services and present the opportunity to address gaps in traditional, fragmented, or episodic mental health system structures on demand with personalized attention. The recent COVID-19 pandemic has exacerbated even further the need for mental health support among Canadians and called attention to the inefficiencies of our system. As health care workers and their families are at an even greater risk of mental illness and psychological distress during the COVID-19 pandemic, this technology will be first piloted with the goal of supporting this vulnerable group. Objective: This pilot study seeks to evaluate the effectiveness of the Mental Health Intelligent Information Resource Assistant in supporting health care workers and their families in the Canadian provinces of Alberta and Nova Scotia with the provision of appropriate information on mental health issues, services, and programs based on personalized needs. Methods: The effectiveness of the technology will be assessed via voluntary follow-up surveys and an analysis of client interactions and engagement with the chatbot. Client satisfaction with the chatbot will also be assessed. Results: This project was initiated on April 1, 2021. Ethics approval was granted on August 12, 2021, by the University of Alberta Health Research Board (PRO00109148) and on April 21, 2022, by the Nova Scotia Health Authority Research Ethics Board (1027474). Data collection is anticipated to take place from May 2, 2022, to May 2, 2023. Publication of preliminary results will be sought in spring or summer 2022, with a more comprehensive evaluation completed by spring 2023 following the collection of a larger data set. Conclusions: Our findings can be incorporated into public policy and planning around mental health system navigation by Canadian mental health care providers-from large public health authorities to small community-based, not-for-profit organizations. This may serve to support the development of an additional touch point, or point of entry, for individuals to access the appropriate services or care when they need them, wherever they are.;"Maeda, Nathanial/0000-0001-7511-7041; Nikolaidis, Isabella/0000-0003-4117-8510; Lambe Foster, Alexander/0000-0002-8424-9457; Noble, Jasmine M./0000-0001-5979-136X; merrick, dylan/0000-0001-7882-3478; Zamani, Ali/0000-0001-7320-0976; Goud, Rachel/0000-0002-7857-320X; Agyapong, Vincent Israel Opoku/0000-0002-2743-0372";1929-0748;;JUL;2022;11;7;;;e33717;10.2196/33717;http://dx.doi.org/10.2196/33717;
J;"Nyamathi, A; Dutt, N; Lee, JA; Rahmani, AM; Rasouli, M; Krogh, D; Krogh, E; Sultzer, D; Rashid, H; Liaqat, H; Jawad, R; Azhar, F; Ahmad, A; Qamar, B; Bhatti, TY; Khay, C; Ludlow, J; Gibbs, L; Rousseau, J; Abbasian, M; Song, YT; Jeong, C; Brunswicker, S";"Nyamathi, Adeline; Dutt, Nikil; Lee, Jung-Ah; Rahmani, Amir M.; Rasouli, Mahkameh; Krogh, Donna; Krogh, Erik; Sultzer, David; Rashid, Humayun; Liaqat, Hamza; Jawad, Riyam; Azhar, Farhan; Ahmad, Ali; Qamar, Bilal; Bhatti, Taha Yasin; Khay, Chet; Ludlow, Jocelyn; Gibbs, Lisa; Rousseau, Julie; Abbasian, Mahyar; Song, Yutong; Jeong, Cheonkam; Brunswicker, Sabine";Establishing the Foundations of Emotional Intelligence in CareCompanion Robots to Mitigate Agitation Among High-Risk PatientsWith Dementia:Protocol for an Empathetic Patient-RobotInteraction Study;JMIR RESEARCH PROTOCOLS;"Background: An estimated 6.7 million persons are living with dementia in the United States, a number expected to double by2060. Persons experiencing moderate to severe dementia are 4 to 5 times more likely to fall than those without dementia, due toagitation and unsteady gait. Socially assistive robots fail to address the changing emotional states associated with agitation, andit is unclear how emotional states change, how they impact agitation and gait over time, and how social robots can best respondby showing empathy. Objective: This study aims to design and validate a foundational model of emotional intelligence for empathetic patient-robotinteraction that mitigates agitation among those at the highest risk: persons experiencing moderate to severe dementia.Methods: A design science approach will be adopted to (1) collect and store granular, personal, and chronological data usingPersonicle (an open-source software platform developed to automatically collect data from phones and other devices), incorporatingreal-time visual, audio, and physiological sensing technologies in a simulation laboratory and at board and care facilities; (2)develop statistical models to understand and forecast the emotional state, agitation level, and gait pattern of persons experiencingmoderate to severe dementia in real time using machine learning and artificial intelligence and Personicle; (3) design and test anempathy-focused conversation model, focused on storytelling; and (4) test and evaluate this model for a care companion robot(CCR) in the community .Results: The study was funded in October 2023. For aim 1, architecture development for Personicle data collection began witha search for existing open-source data in January 2024. A community advisory board was formed and met in December 2023 to provide feedback on the use of CCRs and provide personal stories. Full institutional review board approval was received in March2024 to place cameras and CCRs at the sites. In March 2024, atomic marker development was begun. For aim 2, after a reviewof open-source data on patients with dementia, the development of an emotional classifier was begun. Data labeling was startedin April 2024 and completed in June 2024 with ongoing validation. Moreover, the team established a baseline multimodal modeltrained and validated on healthy-person data sets, using transformer architecture in a semisupervised manner, and later retrainedon the labeled data set of patients experiencing moderate to severe dementia. In April 2024, empathy alignment of large languagemodels was initiated using prompt engineering and reinforcement learning. Conclusions: This innovative caregiving approach is designed to recognize the signs of agitation and, upon recognition, intervenewith empathetic verbal communication. This proposal has the potential to have a significant impact on an emerging field ofcomputational dementia science by reducing unnecessary agitation and falls of persons experiencing moderate to severe dementia,while reducing caregiver burden.";"Liaqat, Hamza/0009-0004-4415-1609; Jawad, Riyam/0000-0001-9341-5325; Nyamathi, Adeline/0000-0003-4979-6620; Lee, Jung-Ah/0000-0003-0678-5956; Rasouli, Mahkameh/0000-0002-7092-5880";1929-0748;;;2024;13;;;;e55761;10.2196/55761;http://dx.doi.org/10.2196/55761;
J;"Leghissa, M; Carrera, A; Iglesias, CA";"Leghissa, Matteo; Carrera, Alvaro; Iglesias, Carlos A.";FRELSA: A dataset for frailty in elderly people originated from ELSA and evaluated through machine learning models;INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS;Background: Frailty is an age-related syndrome characterized by loss of strength and exhaustion and associated with multi-morbidity. Early detection and prediction of the appearance of frailty could help older people age better and prevent them from needing invasive and expensive treatments. Machine learning techniques show promising results in creating a medical support tool for such a task. Methods: This study aims to create a dataset for machine learning-based frailty studies, using Fried's Frailty Phenotype definition. Starting from a longitudinal study on aging in the UK population, we defined a frailty label for each subject. We evaluated the definition by training seven different models for detecting frailty with data that were contemporary to the ones used for the definition. We then integrated more data from two years before to obtain prediction models with a 24-month horizon. Features selection was performed using the MultiSURF algorithm, which ranks all features in order of relevance to the detection or prediction task. Results: We present a new frailty dataset of 5303 subjects and more than 6500 available features. It is publicly available, provided one has access to the original English Longitudinal Study of Ageing dataset. The dataset is balanced after grouping frailty with pre-frailty, and it is suitable for multiclass or binary classification and prediction problems. The seven tested architectures performed similarly, forming a solid baseline that can be improved with future work. Linear regression achieved the best F-score and AUROC in detection and prediction tasks. Conclusions: Creating new frailty-annotated datasets of this size is necessary to develop and improve the frailty prediction techniques. We have shown that our dataset can be used to study and test machine learning models to detect and predict frailty. Future work should improve models' architecture and performance, consider explainability, and possibly enrich the dataset with older waves.;"IGLESIAS FERNANDEZ, CARLOS ANGEL/0000-0002-1755-2712; Carrera, Alvaro/0000-0002-0319-036X";1386-5056;1872-8243;DEC;2024;192;;;;105603;10.1016/j.ijmedinf.2024.105603;http://dx.doi.org/10.1016/j.ijmedinf.2024.105603;
J;"Ellis, JR; Dellavalle, NS; Hamer, MK; Akerson, M; Andazola, M; Moore, AA; Campbell, EG; Decamp, M";"Ellis, Jessica R.; Dellavalle, Natalia S.; Hamer, Mika K.; Akerson, Marlee; Andazola, Matt; Moore, Annie A.; Campbell, Eric G.; Decamp, Matthew";The Halo Effect: Perceptions of Information Privacy Among Healthcare Chatbot Users;JOURNAL OF THE AMERICAN GERIATRICS SOCIETY;Background: Patient-facing chatbots can be used for administrative tasks, personalized care reminders, and overcoming transportation or geographic barriers in healthcare. Although some data suggest older adults see privacy as an ethical barrier to adopting digital technologies, little is known about privacy concerns regarding information shared with novel patient-facing chatbots. We sought to examine attitudes toward privacy based on age or other sociodemographic characteristics. Methods: We conducted a sequential mixed methods study among patient users of a large healthcare system chatbot. We purposively oversampled by race and ethnicity to survey 3089 patient chatbot users online using de novo and validated items. Next, we conducted semi-structured interviews with users (n = 46) purposively sampled based on diversity or select survey responses. We used multivariable logistic regression to analyze survey data and modified grounded theory to analyze interviews. We integrated data using simultaneous visualization and triangulation. Results: We received 617/3089 surveys (response rate, 20.0%). Overall, 370/597 (63.9%) expressed worry about the privacy of information shared with the chatbot. Logistic regression found that users >= 65 years were 26% points less likely to be worried about information privacy compared to those 18-34 years old (p < 0.001). We found less worry among Black, non-Hispanic users and among those with more than a four-year college degree. By integrating our survey and interview data, we observed that older adult users experienced a halo effect: they worried less because they saw the chatbot as associated with a trusted health system and experienced lower medical mistrust. Conclusion: Contrary to some prior research, adults aged 65 and older expressed less concern about chatbot privacy than younger adults because of their trust in health care. To maintain this trust and build it among all users, health systems using patient-facing chatbots need to take active steps to maintain and communicate patient privacy protections.;Ellis, Jessica/0009-0009-2936-7862;0002-8614;1532-5415;MAY;2025;73;5;1472;1483;;10.1111/jgs.19393;http://dx.doi.org/10.1111/jgs.19393;
J;"Wang, ZY; Meng, DY; He, SC; Guo, HZ; Tian, ZB; Wei, MQ; Yang, G; Wang, ZH";"Wang, Ziyi; Meng, Deyu; He, Shichun; Guo, Hongzhi; Tian, Zhibo; Wei, Meiqi; Yang, Guang; Wang, Ziheng";The Effectiveness of a Hybrid Exercise Program on the Physical Fitness of Frail Elderly;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;Background: Frailty is a serious physical disorder affecting the elderly all over the world. However, the frail elderly have low physical fitness, which limits the effectiveness of current exercise programs. Inspired by this, we attempted to integrate Baduanjin and strength and endurance exercises into an exercise program to improve the physical fitness and alleviate frailty among the elderly. Additionally, to achieve the goals of personalized medicine, machine learning simulations were performed to predict post-intervention frailty. Methods: A total of 171 frail elderly individuals completed the experiment, including a Baduanjin group (BDJ), a strength and endurance training group (SE), and a combination of Baduanjin and strength and endurance training group (BDJSE), which lasted for 24 weeks. Physical fitness was evaluated by 10-meter maximum walk speed (10 m MWS), grip strength, the timed up-and-go test (TUGT), and the 6 min walk test (6 min WT). A one-way analysis of variance (ANOVA), chi-square test, and two-way repeated-measures ANOVA were carried out to analyze the experimental data. In addition, nine machine learning models were utilized to predict the frailty status after the intervention. Results: In 10 m MWS and TUGT, there was a significant interactive influence between group and time. When comparing the BDJ group and the SE group, participants in the BDJSE group demonstrated the maximum gains in 10 m MWS and TUGT after 24 weeks of intervention. The stacking model surpassed other algorithms in performance. The accuracy and precision rates were 75.5% and 77.1%, respectively. Conclusion: The hybrid exercise program that combined Baduanjin with strength and endurance training proved more effective at improving fitness and reversing frailty in elderly individuals. Based on the stacking model, it is possible to predict whether an elderly person will exhibit reversed frailty following an exercise program.;"wang, ziyi/0009-0006-8253-8614; Wei, Meiqi/0009-0003-8299-6242; /0000-0002-3454-9929; Yang, Guang/0000-0001-7236-7483; deyu, Meng/0000-0002-3270-9829; Wang, Ziheng/0000-0002-3953-0493";;1660-4601;SEP;2022;19;17;;;11063;10.3390/ijerph191711063;http://dx.doi.org/10.3390/ijerph191711063;
J;"Cui, LP; Yu, MY; Xu, SL";"Cui, Lipeng; Yu, Mingyue; Xu, Shaolong";Comparative Study of the Chinese and Foreign Digital Home: A Visual Analysis of Research Hotspots and Trends Using CiteSpace;IEEE ACCESS;In the context of the rapid development of the digital economy, digital homes have emerged as a crucial component, significantly contributing to the output of the digital economy. This study employs CiteSpace software to conduct a quantitative analysis of journal articles containing the keywords digital home and digital family from 2005 to 2023. The study utilized CiteSpace VI software to perform keyword co-occurrence, clustering analysis, trend mapping, and emergent word analysis on data sourced from the Web of Science (WoS) and China National Knowledge Infrastructure (CNKI) databases. This approach quantitatively analyzed and compared the research hotspots and developmental trends in digital homes, both domestically and in foreign countries. The analysis reveals distinct focal points in the research topics covered in Chinese and foreign literature. Foreign publications predominantly concentrate on network construction and user experience. In contrast, Chinese works are more focused on the application of technology and network security. Moreover, Chinese studies are inclined towards exploring segmented technology application scenarios, such as the integration of smart home and Internet of Things (IoT) technologies, whereas foreign studies often discuss enhancing network efficiency and user interface convenience. The findings suggest that future developments in digital homes should increasingly consider cross-cultural user experiences and data security to adapt to global trends. Through systematic research on digital homes, this paper provides theoretical and practical guidance for planning and constructing digital homes and offers new perspectives and impetus for the development of the digital economy. Future studies could explore the application differences of digital homes across various cultural backgrounds and how to enhance the digital living experience of users while ensuring data security.;;2169-3536;;;2024;12;;133125;133138;;10.1109/ACCESS.2024.3457927;http://dx.doi.org/10.1109/ACCESS.2024.3457927;
J;"Seifer, AK; K�derle, A; Dorschky, E; Moradi, H; Hannemann, R; Eskofier, BM";"Seifer, Ann-Kristin; Kuederle, Arne; Dorschky, Eva; Moradi, Hamid; Hannemann, Ronny; Eskofier, Bjoern M.";Step Length and Gait Speed Estimation Using a Hearing Aid Integrated Accelerometer: A Comparison of Different Algorithms;IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS;Gait is an indicator of a person's health status and abnormal gait patterns are associated with a higher risk of falls, dementia, and mental health disorders. Wearable sensors facilitate long-term assessment of walking in the user's home environment. Earables, wearable sensors that are worn at the ear, are gaining popularity for digital health assessments because they are unobtrusive and can easily be integrated into the user's daily routine, for example, in hearing aids. A comprehensive gait analysis pipeline for an ear-worn accelerometer that includes spatial-temporal parameters is currently not existing. Therefore, we propose and compare three algorithmic approaches to estimate step length and gait speed based on ear-worn accelerometer data: a biomechanical model, feature-based machine learning (ML) models, and a convolutional neural network. We evaluated their performance on a step and walking bout level and compared it with an optical motion capture system. The feature-based ML model achieved the best performance with a precision of 4.8cm on a walking bout level. For gait speed, the machine learning approach achieved an absolute percentage error of 5.4 % (+/- 4.0 %). We find that the ML model is able to estimate step length and gait speed with clinically relevant precision. Furthermore, the model is insensitive to different age groups and sampling rates but sensitive to walking speed. To our knowledge, this work is the first contribution to estimating step length and gait speed using ear-worn accelerometers. Moreover, it lays the foundation for a comprehensive gait analysis framework for ear-worn sensors enabling continuous and long-term monitoring at home.;"Moradi, Hamid/0009-0001-2715-8591; Seifer, Ann-Kristin/0000-0002-5891-218X; Kuderle, Arne/0000-0002-5686-281X; Hannemann, Ronny/0000-0002-9651-0966; Eskofier, Bjoern/0000-0002-0417-0336";2168-2194;2168-2208;NOV;2024;28;11;6619;6628;;10.1109/JBHI.2024.3454824;http://dx.doi.org/10.1109/JBHI.2024.3454824;
J;"Teshale, AB; Htun, HL; Vered, M; Owen, AJ; Ryan, J; Polkinghorne, KR; Kilkenny, MF; Tonkin, A; Freak-Poli, R";"Teshale, Achamyeleh Birhanu; Htun, Htet Lin; Vered, Mor; Owen, Alice J.; Ryan, Joanne; Polkinghorne, Kevan R.; Kilkenny, Monique F.; Tonkin, Andrew; Freak-Poli, Rosanne";Integrating Social Determinants of Health and Established Risk Factors to Predict Cardiovascular Disease Risk Among Healthy Older Adults;JOURNAL OF THE AMERICAN GERIATRICS SOCIETY;BackgroundRecent evidence underscores the significant impact of social determinants of health (SDoH) on cardiovascular disease (CVD). However, available CVD risk assessment tools often neglect SDoH. This study aimed to integrate SDoH with traditional risk factors to predict CVD risk.MethodsThe data was sourced from the ASPirin in Reducing Events in the Elderly (ASPREE) longitudinal study, and its sub-study, the ASPREE Longitudinal Study of Older Persons (ALSOP). The study included 12,896 people (5884 men and 7012 women) aged 70 or older who were initially free of CVD, dementia, and independence-limiting physical disability. The participants were followed for a median of eight years. CVD risk was predicted using state-of-the-art machine learning (ML) and deep learning (DL) models: Random Survival Forest (RSF), Deepsurv, and Neural Multi-Task Logistic Regression (NMTLR), incorporating both SDoH and traditional CVD risk factors as candidate predictors. The permutation-based feature importance method was further utilized to assess the predictive potential of the candidate predictors.ResultsAmong men, the RSF model achieved relatively good performance (C-index = 0.732, integrated brier score (IBS) = 0.071, 5-year and 10-year AUC = 0.657 and 0.676 respectively). For women, DeepSurv was the best-performing model (C-index = 0.670, IBS = 0.042, 5-year and 10-year AUC = 0.676 and 0.677 respectively). Regarding the contribution of the candidate predictors, for men, age, urine albumin-to-creatinine ratio, and smoking, along with SDoH variables, were identified as the most significant predictors of CVD. For women, SDoH variables, such as social network, living arrangement, and education, predicted CVD risk better than the traditional risk factors, with age being the exception.ConclusionSDoH can improve the accuracy of CVD risk prediction and emerge among the main predictors for CVD. The influence of SDoH was greater for women than for men, reflecting gender-specific impacts of SDoH.;"Teshale, Achamyeleh/0000-0002-7572-9993; , HTET LIN HTUN/0000-0003-2307-0610";0002-8614;1532-5415;2025 MAR 18;2025;;;;;;10.1111/jgs.19440;http://dx.doi.org/10.1111/jgs.19440;
J;"Clemens, S; Iglseder, B; Alzner, R; Kogler, M; Rose, O; Kutschar, P; Krutter, S; Kanduth, K; D�ckelmann, C; Flamm, M; Pachmayr, J";"Clemens, Stephanie; Iglseder, Bernhard; Alzner, Reinhard; Kogler, Magdalena; Rose, Olaf; Kutschar, Patrick; Krutter, Simon; Kanduth, Karin; Dueckelmann, Christina; Flamm, Maria; Pachmayr, Johanna";Effects of medication management in geriatric patients who have fallen: results of the EMMA mixed-methods study;AGE AND AGEING;Background comprehensive medication management (CMM) can reduce medication-related risks of falling. However, knowledge about inter-individual treatment effects and patient-related barriers remains scarce.Objective to gain in-depth insights into how geriatric patients who have fallen view their medication-related risks of falling and to identify effects and barriers of a CMM in preventing falls.Design complementary mixed-methods pre-post study, based on an embedded quasi-experimental model.Setting geriatric fracture centre.Methods qualitative, semi-structured interviews framed the CMM intervention, including a follow-up period of 12 weeks. Interviews explored themes of falling, medication-related risks, post-discharge acceptability and sustainability of interventions using qualitative content analysis. Optimisation of pharmacotherapy was assessed via changes in the weighted and summated Medication Appropriateness Index (MAI) score, number of fall-risk-increasing drugs (FRID) and potentially inappropriate medications (PIM) according to the Fit fOR The Aged and PRISCUS lists using parametric testing.Results thirty community-dwelling patients aged >= 65 years, taking >= 5 drugs and admitted after an injurious fall were recruited. The MAI was significantly reduced, but number of FRID and PIM remained largely unchanged. Many patients were open to medication reduction/discontinuation, but expressed fear when it came to their personal medication. Psychosocial issues and pain increased the number of indications. Safe alternatives for FRID were frequently not available. Psychosocial burden of living alone, fear, lack of supportive care and insomnia increased after discharge.Conclusion as patients' individual attitudes towards trauma and medication were not predictable, an individual and longitudinal CMM is required. A standardised approach is not helpful in this population. Graphical Abstract(AI: created with Artificial Intelligence).;"Krutter, Simon/0000-0001-5788-9574; Clemens, Stephanie/0000-0002-8788-9329; Kutschar, Patrick/0000-0002-2029-2552; Rose, Olaf/0000-0003-1681-4909; Flamm, Maria/0000-0003-0816-6657";0002-0729;1468-2834;APR 1;2024;53;4;;;afae070;10.1093/ageing/afae070;http://dx.doi.org/10.1093/ageing/afae070;
J;"Maranesi, E; Barbarossa, F; Biscetti, L; Benadduci, M; Casoni, E; Barboni, I; Lattanzio, F; Fantechi, L; Fornarelli, D; Paci, E; Mecozzi, S; Sallei, M; Giannoni, M; Pelliccioni, G; Riccardi, GR; Di Donna, V; Bevilacqua, R";"Maranesi, Elvira; Barbarossa, Federico; Biscetti, Leonardo; Benadduci, Marco; Casoni, Elisa; Barboni, Ilaria; Lattanzio, Fabrizia; Fantechi, Lorenzo; Fornarelli, Daniela; Paci, Enrico; Mecozzi, Sara; Sallei, Manuela; Giannoni, Mirko; Pelliccioni, Giuseppe; Riccardi, Giovanni Renato; Di Donna, Valentina; Bevilacqua, Roberta";Older people and stroke: a machine learning approach to personalize the rehabilitation of gait;FRONTIERS IN AGING;Introduction Stroke is a significant global public health challenge, ranking as the second leading cause of death after heart disease. One of the most debilitating consequences for stroke survivors is the restriction of mobility and walking, which greatly impacts their quality of life. The scientific literature extensively details the characteristics of post-stroke gait, which differs markedly from physiological walking in terms of speed, symmetry, balance control, and biomechanical parameters. This study aims to analyze the gait parameters of stroke survivors, considering the type of stroke and the affected cerebral regions, with the goal of identifying specific gait biomarkers to facilitate the design of personalized and effective rehabilitation programs.Methods The research focuses on 45 post-stroke patients who experienced either hemorrhagic or ischemic strokes, categorizing them based on the location of brain damage (cortical-subcortical, corona radiata, and basal ganglia). Gait analysis was conducted using the GaitRite system, measuring 39 spatio-temporal parameters.Results Statistical tests revealed no significant differences, but Principal Component Analysis identified a dominant structure. Machine learning (ML) algorithms-Random Forest (RF), Support Vector Machine (SVM), and k-Nearest Neighbors (KNN)-were employed for classification, with RF demonstrating superior performance in accuracy, precision, recall (all exceeding 85%), and F1 score compared to SVM and KNN. Results indicated ML models could identify stroke types based on gait variables when traditional tests could not. Notably, RF outperformed others, suggesting its efficacy in handling complex and nonlinear data relationships.Discussion The clinical implication emphasized a connection between gait parameters and cerebral lesion location, notably linking basal ganglia lesions to prolonged double support time. This underscores the basal ganglia's role in motor control, sensory processing, and postural control, highlighting the importance of sensory input in post-stroke rehabilitation.;;;2673-6217;MAY 22;2025;6;;;;1562355;10.3389/fragi.2025.1562355;http://dx.doi.org/10.3389/fragi.2025.1562355;
